make,model_name,model_details,price,kms,year,transmission,detailsLink,type1,type2,type 3,,,
Suzuki,Jimny,-,"345,000","122,000",2021,Automatic,https://www.namcars.net/Suzuki-Jimny-1400725979,4x4,,,,,
Isuzu,mu-x, 3.0 4x4 Auto,"397,200","122,000",2019,Automatic,https://www.namcars.net/Isuzu-MU-X-3.0-4x4-Auto-1400730864,4x4,,SUV,,,
Renault,Lutecia,-,"135,000","121,431",2016,Automatic,https://www.namcars.net/Renault-Lutecia-1400735091,,,,,,
Mercedes-Benz,C180,-,"229,995","121,000",2015,Manual,https://www.namcars.net/Mercedes-Benz-C180-1400735164,,,,,,
Isuzu,kb300, D-MAX LX 4X4 D/CAB ( D...,"539,900","121,000",2021,Manual,https://www.namcars.net/Isuzu-KB300-D-MAX-LX-4X4-D-CAB-(-DEPOSIT-ASSISTANCE-)-1400733153,4x4,Bakkie,,,,
Suzuki,jimny, GLX A/T,"329,900","120,698",2021,Automatic,https://www.namcars.net/Suzuki-Jimny-GLX-A-T-1400726766,4x4,,SUV,,,
Toyota,fortuner, 2.4gd-6 4x4 A/t,"499,000","120,500",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4gd-6-4x4-A-t-1400733122,4x4,,SUV,,,
Ford,ranger, Wildtrack Bi-Turbo 4x...,"550,000","120,000",2020,Automatic,https://www.namcars.net/Ford-Ranger-Wildtrack-Bi-Turbo-4x4-A-T-1400724072,4x4,Bakkie,,,,
Honda,hr-v, Elegance CVT,"209,995","120,000",2016,Automatic,https://www.namcars.net/Honda-HR-V-Elegance-CVT-1400735131,,,SUV,,,
Toyota,hilux, DC 2.4GD6 Raider 4x4 A...,"550,000","120,000",2021,Automatic,https://www.namcars.net/Toyota-Hilux-DC-2.4GD6-Raider-4x4-Auto-1400729813,4x4,Bakkie,,,,
Hyundai,accent, GLS,"139,995","119,000",2013,Manual,https://www.namcars.net/Hyundai-Accent-GLS-1400734861,,,,,,
Ford,ranger, 2.2 XL SUPER/CAB 4X4 ...,"399,900","119,000",2021,Manual,https://www.namcars.net/Ford-Ranger-2.2-XL-SUPER-CAB-4X4-MAN-(DEPOSIT-ASSISTANCE-)-1400734626,4x4,,,,,
Suzuki,jimny,1.3,"175,000","119,000",2013,Manual,https://www.namcars.net/Suzuki-JIMNY-1.3-1400735157,4x4,,SUV,,,
Hyundai,i20, 1.4 Fluid,"149,900","119,000",2015,Manual,https://www.namcars.net/Hyundai-i20-1.4-Fluid-1400734921,,,,,,
Land Rover,discovery, Sport 2.2 SD4 HSE ...,"349,900","118,000",2015,Automatic,https://www.namcars.net/Land-Rover-Discovery-Sport-2.2-SD4-HSE-140Kw-1400731595,,,SUV,,,
Volkswagen,amarok, 3.0 TDI H-Line EX 4MO...,"549,900","118,000",2018,Automatic,https://www.namcars.net/Volkswagen-Amarok-3.0-TDI-H-Line-EX-4MOT-A-T-2018-1400733661,4x4,Bakkie,,,,
Volkswagen,tiguan, Allspace 1.4 TSI Tren...,"379,900","118,000",2018,DSG,https://www.namcars.net/Volkswagen-Tiguan-Allspace-1.4-TSI-Trendline-DSG-110kW-1400734956,,,SUV,,,
Ford,focus, 1.0 EcoBoost Trend 5dr,"149,900","117,200",2016,Manual,https://www.namcars.net/Ford-Focus-1.0-EcoBoost-Trend-5dr-1400734900,,,,,,
Mitsubishi,asx, 2.0 ES A/T,"289,900","117,000",2020,Automatic,https://www.namcars.net/Mitsubishi-ASX-2.0-ES-A-T-1400734747,,,SUV,,,
Volkswagen,polo, 1.2 TSI,"149,900","117,000",2015,Manual,https://www.namcars.net/Volkswagen-Polo-1.2-TSI-1400734508,,,,,,
Mercedes-Benz,e350e, (Import),"599,900","117,000",2017,Automatic,https://www.namcars.net/Mercedes-Benz-E350e-(Import)-1400734854,,,,,,
Ford,fiesta, Ambiente,"79,995","117,000",2010,Manual,https://www.namcars.net/Ford-Fiesta-Ambiente-1400735112,,,,,,
Nissan,x-trail, 2.0XE MT,"209,900","117,000",2016,Manual,https://www.namcars.net/Nissan-X-trail-2.0XE-MT-1400734973,,,SUV,,,
Ford,ranger, 2.0 XLT D/C,"395,000","116,000",2019,Tiptronic,https://www.namcars.net/Ford-Ranger-2.0-XLT-D-C-1400734516,,Bakkie,,,,
Ford,ranger, TDCi XL P/U S/C 4x2,"169,900","116,000",2013,Manual,https://www.namcars.net/Ford-Ranger-TDCi-XL-P-U-S-C-4x2-1400732217,,,,,,
Volkswagen,polo, Vivo 1.4 Comfortline,"198,000","116,000",2020,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Comfortline-1400727660,,,,,,
Renault,clio, IV 900T Dynamique,"140,000","116,000",2015,Manual,https://www.namcars.net/Renault-Clio-IV-900T-Dynamique-1400728701,,,,,,
Ford,ranger, Double Cab 2.0 WILDTR...,"519,900","116,000",2020,Automatic,https://www.namcars.net/Ford-Ranger-Double-Cab-2.0-WILDTRACK-4x4-A-T-1400733851,4x4,Bakkie,,,,
Toyota,corolla, 1.6 Esteem,"179,900","116,000",2017,Manual,https://www.namcars.net/Toyota-Corolla-1.6-Esteem-1400734121,,,,,,
GWM,p, Series,"399,995","116,000",2022,Manual,https://www.namcars.net/GWM-P-Series-1400735153,4x4,Bakkie,,,,
Toyota,hilux, 2.0 VVTI ACON CANOPY L...,"279,900","115,000",2019,Manual,https://www.namcars.net/Toyota-HILUX-2.0-VVTI-ACON-CANOPY-LWB-S-CAB-1400733759,,,,,,
Volkswagen,jetta, Gp 1.4 Tsi Comfortline...,"239,900","115,000",2017,Manual,https://www.namcars.net/Volkswagen-Jetta-Gp-1.4-Tsi-Comfortline-NO-DEPOSIT-DEAL-1400735071,,,,,,
BMW,740i, V8,"149,000","115,000",2008,Multitronic,https://www.namcars.net/BMW-740i-V8-1400734863,,,,,,
Suzuki,jimny, 1.5 GLX Auto,"369,900","115,000",2022,Automatic,https://www.namcars.net/Suzuki-Jimny-1.5-GLX-Auto-1400734662,4x4,,SUV,,,
Volkswagen,tiguan, 1.4 TSi,"209,900","114,274",2015,Manual,https://www.namcars.net/Volkswagen-Tiguan-1.4-TSi-1400734417,,,SUV,,,
Toyota,corolla, 2.0 XR CVT,"362,000","114,081",2020,Automatic,https://www.namcars.net/Toyota-Corolla-2.0-XR-CVT-1400733159,,,,,,
Mercedes-Benz,b, Class B180,"119,900","114,000",2011,Automatic,https://www.namcars.net/Mercedes-Benz-B-Class-B180-1400734986,,,,,,
Ford,ranger, Thunder Bi-Turbo D/C ...,"600,000","114,000",2020,Tiptronic,https://www.namcars.net/Ford-Ranger-Thunder-Bi-Turbo-D-C-4x4-A-T-1400734515,4x4,Bakkie,,,,
Ford,kuga, 2.5T AWD Trend,"119,000","114,000",2012,Automatic,https://www.namcars.net/Ford-Kuga-2.5T-AWD-Trend-1400734581,,,SUV,,,
Toyota,hilux,  2.8 Legend 50 4X4 A/T...,"545,000","114,000",2021,Automatic,https://www.namcars.net/Toyota-Hilux-2.8-Legend-50-4X4-A-T-P-U-E-C-1400734353,4x4,,,,,
Toyota,hilux, 2.8 GD-6 RaiderD/CAB 4...,"479,900","113,000",2017,Automatic,https://www.namcars.net/Toyota-Hilux-2.8-GD-6-RaiderD-CAB-4x4-Auto-1400733709,4x4,Bakkie,,,,
Ford,ranger, Wildtrak 2.0 Bi-Turbo...,"549,900","113,000",2021,Automatic,https://www.namcars.net/Ford-Ranger-Wildtrak-2.0-Bi-Turbo-4x4-A-t-157kW-1400734555,4x4,Bakkie,,,,
Chevrolet,utility, 1.4 A/C S/C P/U,"123,000","112,000",2016,Manual,https://www.namcars.net/Chevrolet-Utility-1.4-A-C-S-C-P-U-1400734279,,,,,,
Toyota,hilux, 2.4 GD6 SRX 4X4 LWB S/...,"479,900","112,000",2020,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD6-SRX-4X4-LWB-S-CAB-1400733901,4x4,,,,,
Volkswagen,golf, 6 TSI,"99,000","111,617",2010,Automatic,https://www.namcars.net/Volkswagen-Golf-6-TSI-1400734740,,,,,,
Mercedes-Benz,ml, 400 3.0V6 BE 4x4,"305,000","111,000",2014,Automatic,https://www.namcars.net/Mercedes-Benz-ML-400-3.0V6-BE-4x4-1400733956,4x4,,,,,
Volkswagen,tiguan, 1.4TSI TRENDLINE DSG ...,"359,900","111,000",2019,Automatic,https://www.namcars.net/Volkswagen-Tiguan-1.4TSI-TRENDLINE-DSG-2019-1400734485,,,SUV,,,
Mercedes-Benz,e350,  BE AVANTGRADE,"240,000","111,000",2011,Automatic,https://www.namcars.net/Mercedes-Benz-E350-BE-AVANTGRADE-1400735041,,,,,,
Mazda,3, 1.6 Dynamic AT,"125,000","111,000",2017,Automatic,https://www.namcars.net/Mazda-3-1.6-Dynamic-AT-1400734080,,,,,,
Hyundai,2.6, SKD Deck,"235,000","111,000",2018,Manual,https://www.namcars.net/Hyundai-2.6-SKD-Deck-1400733589,,,,,,
Volkswagen,golf, 7 R 2.0 DSG,"419,900","110,900",2016,DSG,https://www.namcars.net/Volkswagen-Golf-7-R-2.0-DSG-1400734161,,,,,,
Toyota,prado, Vx 4.0 V6 A/t,"579,000","110,500",2016,Automatic,https://www.namcars.net/Toyota-Prado-Vx-4.0-V6-A-t-1400734210,4x4,,SUV,,,
Ford,fiesta, 1.4 Trend 5-Door,"99,000","110,000",2017,Manual,https://www.namcars.net/Ford-Fiesta-1.4-Trend-5-Door-1400734479,,,,,,
Toyota,toyota," Corolla 1,6 Quest","149,900","110,000",2017,Manual,https://www.namcars.net/Toyota-Toyota-Corolla-1-6-Quest-1400734896,,,,,,
Nissan,juke, T Tekna CVT,"229,995","110,000",2016,Automatic,https://www.namcars.net/Nissan-Juke-T-Tekna-CVT-1400735165,,,SUV,,,
Toyota,hilux, DC 2.8GD6 4x4 Raider AT,"559,900","110,000",2019,Automatic,https://www.namcars.net/Toyota-Hilux-DC-2.8GD6-4x4-Raider-AT-1400734965,4x4,Bakkie,,,,
Volkswagen,vw, Polo Cross 1.2 TSi 81 kW,"199,900","109,500",2015,Manual,https://www.namcars.net/Volkswagen-VW-Polo-Cross-1.2-TSi-81-kW-1400734380,,,,,,
Audi,q3, 1.4t Fsi Stronic (110kw),"309,900","109,100",2017,Automatic,https://www.namcars.net/Audi-Q3-1.4t-Fsi-Stronic-(110kw)-1400734983,,,SUV,,,
Volkswagen,polo, Vivo 1.4 Trendline 5-Door,"109,000","109,000",2017,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trendline-5-Door-1400735032,,,,,,
Renault,clio, Authentique,"129,995","109,000",2017,Manual,https://www.namcars.net/Renault-Clio-Authentique-1400734833,,,,,,
Toyota,fortuner, 2.8GD-6 4x4 AT,"579,900","109,000",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8GD-6-4x4-AT-1400730769,4x4,,SUV,,,
Ford,ranger, 2.2TDCI XL PLUS 4x4 P...,"365,000","109,000",2015,Manual,https://www.namcars.net/Ford-Ranger-2.2TDCI-XL-PLUS-4x4-P-U-D-C-2015-1400734402,4x4,Bakkie,,,,
Toyota,hilux, GD6 2.4 S/CAB 2X4 SRX ...,"345,000","108,800",2019,Manual,https://www.namcars.net/Toyota-Hilux-GD6-2.4-S-CAB-2X4-SRX-M-T-1400734605,,,,,,
Mercedes-Benz,B180,-,"135,000","108,129",2012,Automatic,https://www.namcars.net/Mercedes-Benz-B180-1400734766,,,,,,
Suzuki,vitara, Brezza 1.5 GL Auto,"198,800","108,000",2021,Automatic,https://www.namcars.net/Suzuki-Vitara-Brezza-1.5-GL-Auto-1400731262,,,SUV,,,
Volkswagen,polo, 2.0 GTI DSG,"314,900","107,100",2018,DSG,https://www.namcars.net/Volkswagen-Polo-2.0-GTI-DSG-1400729298,,,,,,
BMW,x3, xdrive,"285,000","107,000",2016,Automatic,https://www.namcars.net/BMW-x3-xdrive-1400725920,,,SUV,,,
Volkswagen,golf,7,"184,000","106,892",2014,DSG,https://www.namcars.net/Volkswagen-Golf-7-1400734482,,,,,,
Toyota,hilux, 2.4 XC RB  RaiderAT,"440,000","106,000",2021,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-XC-RB-RaiderAT-1400734275,,,,,,
Ford,f-150, Raptor 6.2 F150 SVT V8...,"750,000","106,000",2014,Automatic,https://www.namcars.net/Ford-F-150-Raptor-6.2-F150-SVT-V8-AUTO-4X4-D-C-1400731323,4x4,Bakkie,,,,
Toyota,fortuner, 2.4GD6 4x2 A/T,"439,900","106,000",2019,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4GD6-4x2-A-T-1400734676,,,SUV,,,
Land Rover,land, Rover Range Rover Sport...,"559,000","106,000",2014,Automatic,https://www.namcars.net/Land-Rover-Land-Rover-Range-Rover-Sport-3.0-HSE-SDV6-1400730593,4x4,,SUV,,,
Kia,rio, 1.4 Ex 5dr,"174,900","105,900",2018,Manual,https://www.namcars.net/Kia-Rio-1.4-Ex-5dr-1400733261,,,,,,
Volkswagen,passat, 2.0 TSi Executive DSG...,"349,900","105,300",2016,DSG,https://www.namcars.net/Volkswagen-Passat-2.0-TSi-Executive-DSG-162kW-1400732289,,,,,,
Toyota,hilux, Raider D/C 2.8 4x4 AT,"649,000","105,221",2021,Automatic,https://www.namcars.net/Toyota-Hilux-Raider-D-C-2.8-4x4-AT-1400734251,4x4,Bakkie,,,,
Suzuki,jimny, 1.3 (Local),"169,000","105,000",2011,Manual,https://www.namcars.net/Suzuki-Jimny-1.3-(Local)-1400734748,4x4,,SUV,,,
Toyota,fortuner, 2.4 GD-6 4x4 Auto,"529,000","105,000",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD-6-4x4-Auto-1400734817,4x4,,SUV,,,
Nissan,x-trail, 2.5 Acenta 4x4 CVT,"269,900","104,925",2019,Automatic,https://www.namcars.net/Nissan-X-Trail-2.5-Acenta-4x4-CVT-1400735102,4x4,,SUV,,,
Tata,207, 3.0 DI D/S S/C,"99,900","104,000",2017,Manual,https://www.namcars.net/Tata-207-3.0-DI-D-S-S-C-1400733213,,,,,,
Toyota,hilux, 2.0 VVTI S/C,"249,000","104,000",2017,Manual,https://www.namcars.net/Toyota-Hilux-2.0-VVTI-S-C-1400733017,,,,,,
Nissan,x-trail, 2.4 Petrol 4x4 (Impo...,"165,000","104,000",2013,Automatic,https://www.namcars.net/Nissan-X-Trail-2.4-Petrol-4x4-(Import)-1400735084,4x4,,SUV,,,
Mercedes-Benz,b180, A/T (Import),"175,000","104,000",2013,Automatic,https://www.namcars.net/Mercedes-Benz-B180-A-T-(Import)-1400734878,,,,,,
Ford,ranger, 2.0D XLT 4x4 A/T D/C,"445,900","104,000",2019,Automatic,https://www.namcars.net/Ford-Ranger-2.0D-XLT-4x4-A-T-D-C-1400733910,4x4,Bakkie,,,,
Volkswagen,polo, 1.0 TSI Comfortline 70Kw,"229,900","103,700",2018,Manual,https://www.namcars.net/Volkswagen-Polo-1.0-TSI-Comfortline-70Kw-1400734462,,,,,,
Toyota,landcruiser, 200 V8 4.5D VX A/T,"1,190,000","103,500",2017,Automatic,https://www.namcars.net/Toyota-LandCruiser-200-V8-4.5D-VX-A-T-1400734868,4x4,,SUV,,,
Toyota,hilux, 2.4 GD6 S/C SRX 4X4,"395,900","103,441",2017,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD6-S-C-SRX-4X4-1400734416,4x4,,,,,
Ford,ecosport, Ecoboost Titanium,"179,995","103,000",2017,Manual,https://www.namcars.net/Ford-Ecosport-Ecoboost-Titanium-1400734918,,,SUV,,,
Toyota,hilux, 2.4 GD-6 SRX D/C4x4,"539,900","102,000",2019,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-SRX-D-C4x4-1400734526,4x4,Bakkie,,,,
Toyota,hilux, GD6,"559,995","102,000",2021,Automatic,https://www.namcars.net/Toyota-Hilux-GD6-1400735136,4x4,Bakkie,,,,
Honda,hr-v, 1.8 Elegance CVT,"219,900","102,000",2016,Automatic,https://www.namcars.net/Honda-Hr-V-1.8-Elegance-CVT-1400734959,,,SUV,,,
Ford,fiesta, St 1.6 EcoBoost Gdti,"129,900","101,500",2013,Manual,https://www.namcars.net/Ford-Fiesta-St-1.6-EcoBoost-Gdti-1400732216,,,,,,
Mercedes-Benz,b200, BE AT,"179,900","101,410",2014,Automatic,https://www.namcars.net/Mercedes-Benz-B200-BE-AT-1400734612,,,,,,
Hyundai,tucson, 1.6 TGDI  Executive,"269,900","101,000",2017,Manual,https://www.namcars.net/Hyundai-Tucson-1.6-TGDI-Executive-1400734564,,,SUV,,,
BMW,x1, SDRIVE 18I A/T,"160,000","101,000",2011,Automatic,https://www.namcars.net/BMW-X1-SDRIVE-18I-A-T-1400734882,,,SUV,,,
Nissan,nissan, NP200 A/C 1.6  P/U S/C,"150,000","100,600",2018,Manual,https://www.namcars.net/Nissan-Nissan-NP200-A-C-1.6-P-U-S-C-1400734995,,,,,,
Ford,ranger, 2.2 TDCi XL D/Cab 4x2...,"339,900","100,400",2019,Automatic,https://www.namcars.net/Ford-Ranger-2.2-TDCi-XL-D-Cab-4x2-Auto-1400734927,,Bakkie,,,,
BMW,1, Series 116i 5dr (f20),"124,000","100,000",2011,Manual,https://www.namcars.net/BMW-1-Series-116i-5dr-(f20)-1400735098,,,,,,
Volkswagen,tiguan, 1.4 TSi Trend-Fun 4 M...,"209,900","100,000",2014,Manual,https://www.namcars.net/Volkswagen-Tiguan-1.4-TSi-Trend-Fun-4-Motion-1400735123,,,SUV,,,
Ford,ranger, 2.0D XLT 4x4 A/T P/U ...,"489,000","100,000",2021,Automatic,https://www.namcars.net/Ford-Ranger-2.0D-XLT-4x4-A-T-P-U-D-C-1400727541,4x4,Bakkie,,,,
Mercedes-Benz,slk-class, 200 Kompressor man...,"225,000","99,900",2007,Manual,https://www.namcars.net/Mercedes-Benz-SLK-Class-200-Kompressor-manual-(Local)-1400734421,,,,,,
Toyota,aygo, 1.0  FRESH 5DR,"114,900","99,800",2015,Manual,https://www.namcars.net/Toyota-Aygo-1.0-FRESH-5DR-1400732821,,,,,,
Hyundai,accent, 1.6 Gl/motion,"139,000","99,700",2016,Manual,https://www.namcars.net/Hyundai-Accent-1.6-Gl-motion-1400733747,,,,,,
Toyota,fortuner, 2.4 GD6 4x4 AT,"439,000","99,500",2018,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD6-4x4-AT-1400735156,4x4,,,,,
Toyota,fortuner, 2.4 GD-6 4X4 AUTO,"587,000","99,500",2021,Automatic,https://www.namcars.net/Toyota-FORTUNER-2.4-GD-6-4X4-AUTO-1400731370,4x4,,SUV,,,
Mercedes-Benz,e63, S AMG V8 Bi-Turbo,"699,900","99,280",2016,Automatic,https://www.namcars.net/Mercedes-Benz-E63-S-AMG-V8-Bi-Turbo-1400734064,,,,,,
Toyota,hilux, 2.8 Extra Cab MT 4x4,"449,000","99,250",2017,Manual,https://www.namcars.net/Toyota-Hilux-2.8-Extra-Cab-MT-4x4-1400734445,4x4,,,,,
Volkswagen,touareg, 3.0 V6 TDI Escape 18...,"499,900","99,100",2017,Tiptronic,https://www.namcars.net/Volkswagen-Touareg-3.0-V6-TDI-Escape-185KW-1400733195,,,SUV,,,
GWM,p, Series 2.0 DLX 4X4 D/CAB M...,"399,900","99,000",2021,Manual,https://www.namcars.net/GWM-P-Series-2.0-DLX-4X4-D-CAB-MAN-(-DEPOSIT-ASSISTANCE-)-1400733459,4x4,Bakkie,,,,
Volkswagen,polo, TSI Comfortline,"194,995","99,000",2017,Manual,https://www.namcars.net/Volkswagen-Polo-TSI-Comfortline-1400734780,,,,,,
BMW,f85, X5 M,"799,900","99,000",2016,Automatic,https://www.namcars.net/BMW-F85-X5-M-1400734554,,,SUV,,,
Jaguar,2.0d,  XE Portfolio,"350,000","99,000",2017,Automatic,https://www.namcars.net/Jaguar-2.0D-XE-Portfolio-1400735085,,,,,,
Toyota,corolla, 1.8 Exclusive,"209,900","99,000",2017,Manual,https://www.namcars.net/Toyota-Corolla-1.8-Exclusive-1400734575,,,,,,
Toyota,hilux, 2.4 GD-6 RB SRX P/U 4x2,"395,000","98,700",2019,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-RB-SRX-P-U-4x2-1400735017,,Bakkie,,,,
Volkswagen,1, TSI Comfortline Polo,"215,000","98,500",2019,DSG,https://www.namcars.net/Volkswagen-1.0-TSI-Comfortline-Polo-1400734775,,,,,,
BMW,523i,-,"229,000","98,400",2011,Automatic,https://www.namcars.net/BMW-523i-1400730697,,,,,,
Volkswagen,amarok, 3.0 V6 Highline + 4Mo...,"629,900","98,000",2018,Automatic,https://www.namcars.net/Volkswagen-Amarok-3.0-V6-Highline-4Motion-D-Cab-165kW-1400734319,,Bakkie,,,,
Toyota,fortuner, GD-6,"469,995","98,000",2017,Manual,https://www.namcars.net/Toyota-Fortuner-GD-6-1400734850,4x4,,SUV,,,
Ford,everest, 2.0 D Bi-Turbo XLT A...,"525,000","98,000",2020,Automatic,https://www.namcars.net/Ford-Everest-2.0-D-Bi-Turbo-XLT-A-T-4x2-1400734396,,,SUV,,,
Toyota,hilux, 2.4GD-6 RBSRX S/C,"369,900","98,000",2019,Manual,https://www.namcars.net/Toyota-HILUX-2.4GD-6-RBSRX-S-C-1400734671,,,,,,
Mazda,3, Axela Sport 2L IMPORT,"135,000","98,000",2014,Automatic,https://www.namcars.net/Mazda-3-Axela-Sport-2L-IMPORT-1400732391,,,,,,
Opel,meriva, 1.4T Enjoy 103kW,"109,900","97,900",2014,Manual,https://www.namcars.net/Opel-Meriva-1.4T-Enjoy-103kW-1400734720,,,,,,
Ford,ranger, 2.2 XL D/C A/T 4X4,"489,900","97,800",2022,Automatic,https://www.namcars.net/Ford-RANGER-2.2-XL-D-C-A-T-4X4-1400731272,4x4,Bakkie,,,,
Iveco,35-150, Daily 11 Seater,"529,900","97,200",2019,Manual,https://www.namcars.net/Iveco-35-150-Daily-11-Seater-1400732452,,,,,,
Toyota,hilux, GD6 2.8 4X4 D/CAB M/T ...,"499,000","97,000",2017,Manual,https://www.namcars.net/Toyota-Hilux-GD6-2.8-4X4-D-CAB-M-T-RAIDER-1400734560,4x4,Bakkie,,,,
Toyota,hilux, 2.4 GD-6 Raider 4x2 Ex...,"399,900","97,000",2021,Manual,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-Raider-4x2-Extra-Cab-1400733806,,,,,,
Toyota,etios, 1.5 XS 5DR MT,"110,000","97,000",2015,Manual,https://www.namcars.net/Toyota-Etios-1.5-XS-5DR-MT-1400734906,,,,,,
Audi,Q3,-,"264,000","96,264",2013,Automatic,https://www.namcars.net/Audi-Q3-1400734477,,,SUV,,,
Ford,everest, 2.0 Bi-Turbo LTD 4x4...,"579,900","96,000",2019,Automatic,https://www.namcars.net/Ford-Everest-2.0-Bi-Turbo-LTD-4x4-A-T-1400733952,4x4,,SUV,,,
Mercedes-Benz,C220d,-,"499,900","96,000",2019,Automatic,https://www.namcars.net/Mercedes-Benz-C220d-1400732929,,,,,,
Ford,ecosport, 1.0 Ecosport (Local...,"155,000","96,000",2016,Manual,https://www.namcars.net/Ford-Ecosport-1.0-Ecosport-(Local)-manual-1400734875,,,SUV,,,
Ford,ranger, Raptor DC 2.0 Bi-Turb...,"599,000","96,000",2021,Automatic,https://www.namcars.net/Ford-Ranger-Raptor-DC-2.0-Bi-Turbo-4x4-AT-1400733868,4x4,Bakkie,,,,
Volkswagen,polo, Vivo Highline,"199,995","96,000",2019,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-Highline-1400734406,,,,,,
Volkswagen,polo, 1.2 TSI A/T (Import),"149,000","96,000",2014,Automatic,https://www.namcars.net/Volkswagen-Polo-1.2-TSI-A-T-(Import)-1400734672,,,,,,
Chevrolet,Sonic,-,"120,300","96,000",2016,Manual,https://www.namcars.net/Chevrolet-Sonic-1400734191,,,,,,
Nissan,patrol, 3.0D 4x4,"369,900","95,777",2015,Manual,https://www.namcars.net/Nissan-Patrol-3.0D-4x4-1400733509,4x4,,SUV,,,
Toyota,hilux, 2.4 2x4 MT,"479,000","95,759",2021,Manual,https://www.namcars.net/Toyota-Hilux-2.4-2x4-MT-1400735159,,Bakkie,,,,
Land Rover,discovery, Sport 2.2 SD4 SE 1...,"439,900","95,000",2017,Automatic,https://www.namcars.net/Land-Rover-Discovery-Sport-2.2-SD4-SE-140Kw-1400733961,,,SUV,,,
Mitsubishi,pajero, 3.2 DiD GLS LWB SW 4x...,"650,000","95,000",2019,Automatic,https://www.namcars.net/Mitsubishi-Pajero-3.2-DiD-GLS-LWB-SW-4x4-A-T-7-SEATER-1400734519,4x4,,,,,
Volkswagen,t-cross, 1.0 TSI COMFORTLINE ...,"319,900","95,000",2021,Manual,https://www.namcars.net/Volkswagen-T-Cross-1.0-TSI-COMFORTLINE-2021-1400734523,,,SUV,,,
Land Rover,discovery, Sport 2.2 SD4 SE 1...,"439,900","95,000",2017,Automatic,https://www.namcars.net/Land-Rover-Discovery-Sport-2.2-SD4-SE-140Kw-1400730471,,,SUV,,,
Ford,ranger, 2.2 TDCi XL 4x4 Super...,"429,900","95,000",2021,Manual,https://www.namcars.net/Ford-Ranger-2.2-TDCi-XL-4x4-Supercab-Manual-1400734938,4x4,,,,,
Volkswagen,golf, 6 Blue Motion,"105,000","94,978",2013,Automatic,https://www.namcars.net/Volkswagen-GOLF-6-Blue-Motion-1400731677,,,,,,
Mercedes-Benz,glc,250,"479,000","94,651",2016,Automatic,https://www.namcars.net/Mercedes-Benz-GLC-250-1400733317,,,,,,
Volkswagen,polo, Vivo 1.6 Highline,"189,900","94,100",2019,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.6-Highline-1400734408,,,,,,
Ford,figo, 1.4 Ambiente,"89,900","94,100",2013,Manual,https://www.namcars.net/Ford-Figo-1.4-Ambiente-1400734677,,,,,,
Ford,ford, Ranger 2.0 XLT 4x4 10AT,"545,000","94,000",2021,Automatic,https://www.namcars.net/Ford-Ford-Ranger-2.0-XLT-4x4-10AT-1400730219,4x4,Bakkie,,,,
Toyota,fortuner, 2.8 4x4 A/T Epic,"650,000","94,000",2020,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-4x4-A-T-Epic-1400723883,4x4,,,,,
Nissan,x, TRAIL,"199,000","93,461",2014,Automatic,https://www.namcars.net/Nissan-X-TRAIL-1400734914,4x4,,SUV,,,
Ford,fiesta, ST 1.6 Ecoboost GDTi ...,"249,900","93,000",2018,Manual,https://www.namcars.net/Ford-Fiesta-ST-1.6-Ecoboost-GDTi-134kW-1400734884,,,,,,
Toyota,fortuner, 2.4GD-6 4x4 A/T,"579,900","93,000",2021,Automatic,https://www.namcars.net/Toyota-FORTUNER-2.4GD-6-4x4-A-T-1400733141,4x4,,SUV,,,
Jeep,wrangler, 3.6 V6 Sahara AT 2D...,"339,900","92,800",2014,Automatic,https://www.namcars.net/Jeep-Wrangler-3.6-V6-Sahara-AT-2Door-1400729968,4x4,,SUV,,,
Jaguar,xe, 2.0 R-Sport A/T,"499,900","92,700",2019,Automatic,https://www.namcars.net/Jaguar-Xe-2.0-R-Sport-A-T-1400732695,,,,,,
Volkswagen,t-cross, 1.0 TSI R-LINE DSG,"360,000","92,500",2021,Automatic,https://www.namcars.net/Volkswagen-T-CROSS-1.0-TSI-R-LINE-DSG-1400732606,,,,,,
BMW,X3,-,"264,000","92,294",2013,Automatic,https://www.namcars.net/BMW-X3-1400734475,,,SUV,,,
Volkswagen,tiguan, Allspace 2.0 TDi 4 Mo...,"465,000","92,000",2019,Automatic,https://www.namcars.net/Volkswagen-Tiguan-Allspace-2.0-TDi-4-Motion-DSG-Comfortline-1400734634,,,SUV,,,
